case_id,title,source_name,source_type,source_url,source_locator,public_status,license_or_reuse_note,app_family,vuln_class_raw,vuln_class_norm,attack_surface_keywords,endpoint_pattern,endpoint_pattern_status,seed_params,seed_params_status,expected_evidence,emulation_grade,automation_grade,north_star_section,statefulness,difficulty,difficulty_scale,description,hints,tags,normalization_confidence,extraction_notes,second_order_sink
portswigger-lab-information-disclosure-on-debug-page,Lab: Information disclosure on debug page,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-on-debug-page,lab-infoleak-on-debug-page,public,,portswigger-web-security-academy,Information disclosure,info-disclosure,['generic-web'],,heuristic,[],heuristic,"sensitive implementation details, credentials, or source artifacts are exposed",replayable,signature,exposure,,,,Debug page leaks application secrets and environment details.,[],"['Information disclosure', 'portswigger', 'official-lab']",,,
portswigger-lab-information-disclosure-in-error-messages,Lab: Information disclosure in error messages,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-in-error-messages,lab-infoleak-in-error-messages,public,,portswigger-web-security-academy,Information disclosure,info-disclosure,['generic-web'],,heuristic,[],heuristic,"sensitive implementation details, credentials, or source artifacts are exposed",replayable,signature,exposure,,,,Verbose error output reveals exact framework version information.,[],"['Information disclosure', 'portswigger', 'official-lab']",,,
portswigger-lab-source-code-disclosure-via-backup-files,Lab: Source code disclosure via backup files,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-via-backup-files,lab-infoleak-via-backup-files,public,,portswigger-web-security-academy,Information disclosure,info-disclosure,['file'],,heuristic,"['path', 'file', 'filename']",heuristic,"sensitive implementation details, credentials, or source artifacts are exposed",replayable,signature,exposure,,,,Source code and hard-coded credentials are exposed through backup artifacts.,[],"['Information disclosure', 'portswigger', 'official-lab']",,,
h1-gitlab-webhook-ssrf-301924,SSRF vulnerability in gitlab.com webhook,HackerOne Public Report,public_bug_bounty_report,https://hackerone.com/reports/301924,301924,public,public disclosed report metadata and summary,gitlab,SSRF via webhook integration,ssrf.webhook-delivery,"['webhook', 'integration', 'url', 'callback']","['/settings/integrations', '/webhook', '/hooks']",heuristic,"['url', 'webhook', 'target_url', 'event']",heuristic,application stores attacker-controlled webhook URL and later performs a server-side request when the event fires,stateful,signature_plus_state,ssrf,stateful,4,1-5,Public report summary indicates GitLab project webhook configuration accepted a URL that later caused SSRF when integration events were delivered.,"['configure target URL first', 'trigger an outbound event later']","['webhook', 'ssrf', 'second-order', 'bug-bounty']",0.79,endpoint and parameters inferred from public report title/summary,webhook-delivery
h1-gitlab-project-import-ssrf-215105,SSRF vulnerability in gitlab.com via project import,HackerOne Public Report,public_bug_bounty_report,https://hackerone.com/reports/215105,215105,public,public disclosed report metadata and summary,gitlab,SSRF via project import,ssrf.import-execution,"['import', 'project', 'url', 'remote']","['/import', '/projects/import']",heuristic,"['url', 'repo_url', 'source_url']",heuristic,"application stores a remote project import source and later fetches it server-side, allowing internal addresses through validation bypass",stateful,signature_plus_state,ssrf,stateful,4,1-5,Public report summary describes a bypass in project import URL validation that enabled SSRF during import execution.,"['look for import source registration then execution', 'test decimal/octal/alternate loopback forms']","['import', 'ssrf', 'second-order', 'bug-bounty']",0.8,validation bypass specifics summarized publicly,remote-import
h1-gitlab-fogbugz-import-ssrf-709951,Blind SSRF in FogBugz project import,HackerOne Public Report,public_bug_bounty_report,https://hackerone.com/reports/709951,709951,public,public disclosed report metadata and summary,gitlab,Blind SSRF in project import,ssrf.import-execution,"['import', 'fogbugz', 'url', 'blind']","['/import/fogbugz', '/projects/import/fogbugz']",heuristic,"['url', 'host', 'api_url']",heuristic,configured FogBugz import later causes a blind server-side request to attacker-controlled or internal destinations,stateful,signature_plus_state,ssrf,stateful,4,1-5,Public report title explicitly describes blind SSRF during a FogBugz project import flow.,"['import config is first phase', 'OAST or internal-host side effects appear later']","['import', 'ssrf', 'blind-ssrf', 'second-order']",0.82,details inferred from title and common FogBugz import shape,remote-import
h1-gitlab-fogbugz-attachment-ssrf-1092230,FogBugz import attachment full SSRF requiring vulnerability in *.fogbugz.com,HackerOne Public Report,public_bug_bounty_report,https://hackerone.com/reports/1092230,1092230,public,public disclosed report metadata and summary,gitlab,Attachment import SSRF,ssrf.import-execution,"['import', 'attachments', 'fogbugz', 'url']","['/import/fogbugz', '/attachments/import']",heuristic,"['attachment_url', 'url', 'source_url']",heuristic,attachment import workflow later dereferences a stored external URL or host and can reach internal targets,stateful,signature_plus_state,ssrf,stateful,4,1-5,Public report summary indicates FogBugz attachment import caused full SSRF against remote hosts.,['file/attachment import sources often fetch later during processing'],"['import', 'attachments', 'ssrf', 'second-order']",0.78,flow and params inferred from title,remote-import
h1-gitlab-project-import-file-read-1132378,Arbitrary file read during project import,HackerOne Public Report,public_bug_bounty_report,https://hackerone.com/reports/1132378,1132378,public,public disclosed report metadata and summary,gitlab,Arbitrary file read during import,file-access.import-arbitrary-read,"['import', 'file', 'path', 'archive']","['/import', '/projects/import']",heuristic,"['path', 'file', 'source_url']",heuristic,project import configuration causes the backend to read arbitrary local or packaged files during later processing,stateful,signature_plus_state,file-access,stateful,4,1-5,Public report title explicitly indicates arbitrary file read during project import processing.,"['configuration and execution are separate phases', 'look for later preview or import result containing file contents']","['import', 'file-read', 'second-order']",0.81,exact read primitive not public in snippet,remote-import
h1-analytics-reports-ssrf-2262382,Server-Side Request Forgery (SSRF) via Analytics Reports,HackerOne Public Report,public_bug_bounty_report,https://hackerone.com/reports/2262382,2262382,public,public disclosed report metadata and summary,analytics-platform,SSRF via report generation,ssrf.report-generation,"['analytics', 'reports', 'export', 'pdf', 'url']","['/reports', '/analytics/reports', '/export']",heuristic,"['url', 'report_url', 'template_url']",heuristic,report generation or analytics processing later performs a server-side request to attacker-controlled URLs,stateful,signature_plus_state,ssrf,stateful,4,1-5,"Public report summary says analytics reports could be abused for SSRF, implying a delayed processing sink.","['report rendering often happens asynchronously', 'look for URL-backed assets or templates']","['reports', 'ssrf', 'second-order']",0.76,path and parameters inferred from title,report-generation
intigriti-nextjs-image-ssrf-2025,SSRF in Next.js Image component,Intigriti Research,public_research_article,https://www.intigriti.com/researchers/blog/hacking-tools/ssrf-vulnerabilities-in-nextjs-targets,nextjs-image-ssrf,public,public research article,nextjs,Framework SSRF in image optimization,ssrf.framework-image-fetch,"['next.js', 'image', 'url', 'framework']",['/_next/image'],stated,"['url', 'w', 'q']",stated,server-side image optimization endpoint fetches attacker-controlled URLs supplied through the url parameter,replayable,signature,ssrf,stateless,3,1-5,Intigriti documents that Next.js image optimization exposes /_next/image and the url parameter is a strong SSRF testing point.,['test url= with internal metadata targets'],"['nextjs', 'framework', 'ssrf']",0.93,endpoint and parameter explicitly named in article,
intigriti-nextjs-middleware-ssrf-2025,SSRF in Next.js Middleware (CVE-2025-57822),Intigriti Research,public_research_article,https://www.intigriti.com/researchers/blog/hacking-tools/ssrf-vulnerabilities-in-nextjs-targets,nextjs-middleware-ssrf,public,public research article,nextjs,Middleware SSRF via request header processing,ssrf.middleware-header-eval,"['next.js', 'middleware', 'header', 'location']","['/', '/middleware']",heuristic,['Location'],stated,middleware evaluates attacker-controlled header data and causes a backend fetch to the supplied location,replayable,signature_plus_state,ssrf,stateful,4,1-5,Intigriti shows a vulnerable Next.js middleware pattern where an arbitrary Location header can make the framework load attacker-chosen resources.,['header-driven SSRF may need a second request/redirect chain'],"['nextjs', 'middleware', 'ssrf', 'header-driven']",0.88,article names the Location header pattern,middleware-fetch
intigriti-nextjs-server-actions-ssrf-2025,SSRF via Next.js Server Actions (CVE-2024-34351),Intigriti Research,public_research_article,https://www.intigriti.com/researchers/blog/hacking-tools/ssrf-vulnerabilities-in-nextjs-targets,nextjs-server-actions-ssrf,public,public research article,nextjs,Server Actions SSRF,ssrf.server-actions,"['next.js', 'server-actions', 'host header', 'redirect']","['/actions', '/server-action']",heuristic,"['Host', 'next-action']",heuristic,"server action performs a HEAD then GET flow influenced by attacker-controlled host/redirect handling, enabling SSRF to internal targets",stateful,signature_plus_state,ssrf,stateful,5,1-5,"Intigriti documents a multi-step SSRF in server actions involving a HEAD request, content-type validation, and redirect chaining.","['requires two-step interaction and redirect handling', 'watch for host header influence']","['nextjs', 'server-actions', 'ssrf', 'second-order']",0.86,workflow summarized from article,server-action-fetch
portswigger-oauth-dynamic-client-registration-ssrf-2021,Dynamic Client Registration: SSRF by design,PortSwigger Research,public_research_article,https://portswigger.net/research/hidden-oauth-attack-vectors,dynamic-client-registration-ssrf,public,public research article,oauth,OAuth/OIDC dynamic client registration SSRF,ssrf.oauth-dynamic-registration,"['oauth', 'openid', 'dynamic registration', 'logo_uri']","['/register', '/oauth/register', '/openid/register']",heuristic,"['logo_uri', 'jwks_uri', 'redirect_uris']",heuristic,"dynamic client registration stores attacker-controlled metadata that is later dereferenced by the authorization service, causing SSRF",stateful,signature_plus_state,ssrf,stateful,5,1-5,PortSwigger research introduced dynamic client registration as an OAuth/OIDC SSRF vector by design.,['client metadata such as logo_uri or jwks_uri may be dereferenced later'],"['oauth', 'openid', 'ssrf', 'second-order']",0.84,research article provides generic vector rather than single target,oauth-client-metadata-fetch
portswigger-oauth-redirect-uri-session-poisoning-2021,redirect_uri Session Poisoning,PortSwigger Research,public_research_article,https://portswigger.net/research/hidden-oauth-attack-vectors,redirect-uri-session-poisoning,public,public research article,oauth,OAuth redirect_uri session poisoning,auth.oauth.redirect-uri-misvalidation,"['oauth', 'redirect_uri', 'session', 'authorize']","['/oauth/authorize', '/authorize']",heuristic,"['client_id', 'redirect_uri', 'state']",heuristic,authorization flow persists an attacker-influenced redirect_uri or session value that is later used to send the victim or code to an unintended location,stateful,signature_plus_state,auth,stateful,5,1-5,PortSwigger research identifies redirect_uri session poisoning as a second-order OAuth/OIDC issue.,['look for stored redirect_uri values reused in later authorization steps'],"['oauth', 'redirect-uri', 'second-order', 'auth']",0.82,generic research pattern normalized to auth flow,oauth-authorization
h1-semrush-oauth-idn-bypass-861940,OAuth redirect_uri bypass using IDN homograph attack,HackerOne Public Report,public_bug_bounty_report,https://hackerone.com/reports/861940,861940,public,public disclosed report metadata and summary,semrush,OAuth redirect_uri validation bypass,auth.oauth.redirect-uri-misvalidation,"['oauth', 'redirect_uri', 'idn', 'homograph']","['/oauth/authorize', '/oauth2/authorize']",heuristic,"['client_id', 'redirect_uri', 'state']",heuristic,authorization service accepts a maliciously encoded redirect_uri and later sends the user or authorization code to an attacker-controlled callback,stateful,signature_plus_state,auth,stateful,4,1-5,Public report summary explicitly says redirect_uri validation was bypassed using an IDN homograph attack.,['test exact-match edge cases and encoded look-alike hosts'],"['oauth', 'redirect-uri', 'idn', 'bug-bounty']",0.91,validation bypass type explicit in summary,oauth-authorization
